,Blinkroot Seed,Daybloom Seed,Deathweed Seed,Fireblossom Seed,Moonglow Seed,Shiverthorn Seed,Waterleaf Seed
Herb_Bag_12060,15,20,22,23,8,26,13
Herb_Bag_12061,20,30,18,0,2,15,23
Herb_Bag_12062,33,14,18,36,5,11,7
Herb_Bag_12063,13,30,14,3,12,14,13
Herb_Bag_12064,27,28,16,50,12,23,12
Herb_Bag_12065,9,33,22,19,13,5,16
Herb_Bag_12066,16,27,9,26,11,33,8
Herb_Bag_12067,20,29,13,16,8,14,22
Herb_Bag_12068,4,11,10,11,11,16,2
Herb_Bag_12069,24,16,29,1,12,20,20
Herb_Bag_12070,25,22,13,13,8,15,11
Herb_Bag_12071,22,26,25,19,11,14,15
Herb_Bag_12072,11,18,19,16,7,4,15
Herb_Bag_12073,16,25,9,56,11,13,18
Herb_Bag_12074,18,27,23,12,21,8,24
Herb_Bag_12075,11,0,27,25,8,20,14
Herb_Bag_12076,12,19,20,28,2,19,20
Herb_Bag_12077,22,20,24,36,13,18,21
Herb_Bag_12078,18,38,20,19,10,22,26
Herb_Bag_12079,28,18,22,45,10,7,15
Herb_Bag_12080,20,19,19,26,13,11,16
Herb_Bag_12081,14,25,13,2,13,22,18
Herb_Bag_12082,22,46,17,11,3,18,12
Herb_Bag_12083,23,20,32,39,7,20,25
Herb_Bag_12084,17,15,23,10,10,22,14
Herb_Bag_12085,19,24,11,20,1,27,16
Herb_Bag_12086,18,33,19,22,17,7,10
Herb_Bag_12087,19,20,23,27,6,31,3
Herb_Bag_12088,15,25,18,30,11,24,14
Herb_Bag_12089,22,25,23,35,11,20,16
Herb_Bag_12090,29,21,21,8,18,25,15
Herb_Bag_12091,13,22,28,27,0,31,24
Herb_Bag_12092,17,11,21,0,11,12,25
Herb_Bag_12093,16,38,19,52,16,10,7
Herb_Bag_12094,6,39,11,9,11,32,20
Herb_Bag_12095,32,32,24,26,7,22,4
Herb_Bag_12096,19,29,11,13,6,22,25
Herb_Bag_12097,14,27,8,23,5,25,12
Herb_Bag_12098,22,0,15,8,13,20,18
Herb_Bag_12099,12,24,15,19,8,23,6
Herb_Bag_12100,19,15,17,7,11,17,22
Herb_Bag_12101,19,17,23,0,16,17,12
Herb_Bag_12102,22,29,23,24,16,11,11
Herb_Bag_12103,13,22,20,18,13,27,23
Herb_Bag_12104,18,20,24,22,10,13,20
Herb_Bag_12105,26,25,19,29,15,14,22
Herb_Bag_12106,20,18,19,29,16,8,18
Herb_Bag_12107,18,26,23,40,15,21,14
Herb_Bag_12108,21,0,11,29,9,30,21
Herb_Bag_12109,12,22,19,32,11,12,6
Herb_Bag_12110,26,8,26,4,6,28,25
Herb_Bag_12111,9,29,25,15,0,19,8
Herb_Bag_12112,22,28,23,19,5,25,10
Herb_Bag_12113,17,14,24,22,7,31,12
Herb_Bag_12114,26,19,17,19,17,11,19
Herb_Bag_12115,21,21,14,0,11,10,15
Herb_Bag_12116,24,20,20,20,12,26,11
Herb_Bag_12117,21,40,18,16,10,20,13
Herb_Bag_12118,24,26,22,38,9,24,14
Herb_Bag_12119,14,22,26,27,13,16,5
Herb_Bag_12120,17,30,19,46,6,8,10
Herb_Bag_12121,24,20,17,7,14,27,0
Herb_Bag_12122,30,34,20,0,4,19,19
Herb_Bag_12123,17,16,20,20,5,24,15
Herb_Bag_12124,6,14,17,25,18,23,10
Herb_Bag_12125,7,25,18,0,6,13,9
Herb_Bag_12126,24,15,22,0,11,18,6
Herb_Bag_12127,19,21,23,14,8,22,17
Herb_Bag_12128,15,24,25,17,15,15,18
Herb_Bag_12129,25,28,17,36,9,16,16
Herb_Bag_12130,13,4,18,2,4,18,11
Herb_Bag_12131,26,31,24,30,13,17,28
Herb_Bag_12132,20,21,26,25,6,19,10
Herb_Bag_12133,24,26,29,5,5,25,1
Herb_Bag_12134,21,24,14,37,20,15,4
Herb_Bag_12135,24,35,19,0,24,28,20
Herb_Bag_12136,17,6,24,30,16,15,0
Herb_Bag_12137,26,40,14,11,11,19,10
Herb_Bag_12138,33,28,13,14,11,26,12
Herb_Bag_12139,22,33,23,22,11,25,7
Herb_Bag_12140,13,20,16,31,9,18,17
Herb_Bag_12141,15,21,27,11,5,17,16
Herb_Bag_12142,21,13,27,23,13,16,15
Herb_Bag_12143,17,32,17,42,10,10,4
Herb_Bag_12144,25,28,29,32,8,39,6
Herb_Bag_12145,15,24,18,24,13,15,14
Herb_Bag_12146,19,26,11,25,10,14,13
Herb_Bag_12147,25,18,29,32,14,18,8
Herb_Bag_12148,22,45,23,8,10,14,18
Herb_Bag_12149,27,6,30,10,16,40,19
Herb_Bag_12150,20,19,16,29,10,3,15
Herb_Bag_12151,23,0,24,18,7,28,16
Herb_Bag_12152,29,16,24,36,14,22,8
Herb_Bag_12153,18,26,20,19,5,20,12
Herb_Bag_12154,41,12,14,30,15,19,20
Herb_Bag_12155,21,22,8,15,17,21,14
Herb_Bag_12156,15,21,35,0,8,12,12
Herb_Bag_12157,29,3,9,36,11,25,5
Herb_Bag_12158,19,27,22,33,14,4,10
Herb_Bag_12159,22,13,20,27,15,22,12
Herb_Bag_12160,11,20,13,13,9,16,11
Herb_Bag_12161,28,3,14,25,12,28,20
Herb_Bag_12162,10,14,16,0,14,21,0
Herb_Bag_12163,15,36,16,19,10,18,21
Herb_Bag_12164,22,17,24,8,10,9,11
Herb_Bag_12165,12,12,24,17,6,20,24
Herb_Bag_12166,26,32,21,24,6,16,13
Herb_Bag_12167,19,21,30,37,9,15,17
Herb_Bag_12168,28,31,13,30,8,14,17
Herb_Bag_12169,24,26,19,50,4,8,12
Herb_Bag_12170,24,27,25,36,16,21,5
Herb_Bag_12171,23,15,25,41,9,24,11
Herb_Bag_12172,9,32,22,22,21,2,18
Herb_Bag_12173,11,8,19,41,2,19,3
Herb_Bag_12174,17,9,13,43,8,13,9
Herb_Bag_12175,19,25,12,25,4,27,24
Herb_Bag_12176,15,37,13,0,5,22,10
Herb_Bag_12177,10,35,17,5,16,21,9
Herb_Bag_12178,18,28,22,6,10,22,14
Herb_Bag_12179,12,11,16,29,9,29,21
Herb_Bag_12180,24,32,24,28,10,25,11
Herb_Bag_12181,21,12,28,24,15,19,13
Herb_Bag_12182,20,13,18,27,5,23,9
Herb_Bag_12183,23,28,15,24,11,16,23
Herb_Bag_12184,15,30,24,36,15,17,18
Herb_Bag_12185,22,19,17,31,10,9,14
Herb_Bag_12186,25,10,20,13,17,17,17
Herb_Bag_12187,26,37,21,16,5,25,16
Herb_Bag_12188,17,5,20,11,14,24,20
Herb_Bag_12189,34,44,12,14,10,17,14
Herb_Bag_12190,23,18,33,33,10,28,20
Herb_Bag_12191,24,14,14,20,7,11,16
Herb_Bag_12192,23,12,19,0,14,16,13
Herb_Bag_12193,28,9,13,31,11,13,9
Herb_Bag_12194,19,22,32,39,15,21,15
Herb_Bag_12195,16,19,17,30,12,33,19
Herb_Bag_12196,20,25,25,19,5,21,14
Herb_Bag_12197,21,13,20,12,3,37,25
Herb_Bag_12198,21,20,29,27,15,16,15
Herb_Bag_12199,25,14,28,6,7,14,20
Herb_Bag_12200,22,4,31,20,13,27,20
Herb_Bag_12201,22,33,17,5,7,12,16
Herb_Bag_12202,18,42,14,23,9,17,21
Herb_Bag_12203,23,28,23,9,14,24,11
Herb_Bag_12204,30,4,25,0,6,20,17
Herb_Bag_12205,25,28,24,34,8,15,18
Herb_Bag_12206,30,19,16,50,5,24,23
Herb_Bag_12207,25,25,21,0,0,14,3
Herb_Bag_12208,25,26,26,11,10,29,14
Herb_Bag_12209,12,14,14,11,7,15,10
Herb_Bag_12210,31,12,27,14,10,18,10
Herb_Bag_12211,25,34,16,23,10,24,22
Herb_Bag_12212,7,27,25,21,16,17,13
Herb_Bag_12213,16,21,18,53,10,8,17
Herb_Bag_12214,14,17,20,57,3,20,21
Herb_Bag_12215,17,17,17,14,6,21,18
Herb_Bag_12216,14,0,22,0,13,18,23
Herb_Bag_12217,12,13,20,26,16,22,7
Herb_Bag_12218,22,18,14,36,20,29,15
Herb_Bag_12219,28,17,19,0,9,23,29
Herb_Bag_12220,18,39,17,18,9,24,18
Herb_Bag_12221,20,31,19,35,19,13,10
Herb_Bag_12222,14,21,21,3,14,15,13
Herb_Bag_12223,16,13,23,23,10,16,11
Herb_Bag_12224,22,15,25,28,21,0,16
Herb_Bag_12225,22,13,17,18,7,12,10
Herb_Bag_12226,21,4,27,36,3,25,9
Herb_Bag_12227,18,30,21,5,10,19,17
Herb_Bag_12228,12,19,23,28,8,18,20
Herb_Bag_12229,30,18,8,17,7,6,1
Herb_Bag_12230,17,23,27,14,10,30,12
Herb_Bag_12231,14,7,14,49,15,14,14
Herb_Bag_12232,23,45,21,13,6,14,14
Herb_Bag_12233,25,10,12,34,16,15,8
Herb_Bag_12234,19,21,25,26,15,26,15
Herb_Bag_12235,19,33,23,0,10,10,23
Herb_Bag_12236,11,13,28,42,12,15,18
Herb_Bag_12237,13,17,14,24,11,16,8
Herb_Bag_12238,33,20,17,45,11,19,25
Herb_Bag_12239,23,37,16,34,14,11,17
Herb_Bag_12240,14,33,28,1,10,20,7
Herb_Bag_12241,23,16,27,14,1,17,16
Herb_Bag_12242,29,38,26,6,16,15,19
Herb_Bag_12243,18,20,16,27,16,8,23
Herb_Bag_12244,23,22,20,11,11,7,14
Herb_Bag_12245,17,31,30,21,3,23,18
Herb_Bag_12246,21,35,29,15,3,28,16
Herb_Bag_12247,26,29,24,29,9,19,17
Herb_Bag_12248,21,18,25,21,9,4,9
Herb_Bag_12249,28,36,25,0,17,17,8
Herb_Bag_12250,22,31,23,27,8,14,15
Herb_Bag_12251,17,19,14,26,8,17,13
Herb_Bag_12252,14,44,25,39,12,30,12
Herb_Bag_12253,19,2,17,14,7,24,19
Herb_Bag_12254,27,18,25,39,13,25,0
Herb_Bag_12255,19,14,14,20,10,16,16
Herb_Bag_12256,24,23,21,4,10,21,26
Herb_Bag_12257,26,10,16,11,8,15,11
Herb_Bag_12258,17,19,26,14,10,19,11
Herb_Bag_12259,19,34,19,13,10,13,19
Herb_Bag_12260,28,19,10,15,16,20,27
Herb_Bag_12261,11,3,23,15,5,20,26
Herb_Bag_12262,16,26,27,8,5,20,13
Herb_Bag_12263,17,29,23,22,14,29,12
Herb_Bag_12264,19,23,24,0,6,18,13
Herb_Bag_12265,2,30,17,30,11,25,6
Herb_Bag_12266,21,16,21,19,7,17,11
Herb_Bag_12267,12,32,17,32,12,9,5
Herb_Bag_12268,17,30,13,21,8,21,13
Herb_Bag_12269,17,23,18,16,10,19,13
Herb_Bag_12270,28,10,20,25,5,17,22
Herb_Bag_12271,26,8,24,33,10,21,17
Herb_Bag_12272,24,26,14,23,1,23,7
Herb_Bag_12273,14,28,20,13,8,25,9
Herb_Bag_12274,15,30,34,5,10,17,18
Herb_Bag_12275,22,30,25,12,12,21,28
Herb_Bag_12276,27,12,16,6,9,24,12
Herb_Bag_12277,21,29,24,5,0,13,12
Herb_Bag_12278,31,16,14,15,8,11,21
Herb_Bag_12279,22,13,23,23,12,16,12
Herb_Bag_12280,11,21,24,26,11,16,4
Herb_Bag_12281,12,20,21,22,16,19,7
Herb_Bag_12282,17,33,17,29,3,25,18
Herb_Bag_12283,13,26,20,37,8,33,10
Herb_Bag_12284,24,29,24,13,7,15,16
Herb_Bag_12285,14,22,20,9,9,14,14
Herb_Bag_12286,25,27,17,0,8,32,15
Herb_Bag_12287,18,32,23,0,6,16,14
Herb_Bag_12288,0,26,19,27,15,14,9
Herb_Bag_12289,26,30,15,29,8,13,15
Herb_Bag_12290,27,23,25,9,13,15,6
Herb_Bag_12291,7,13,27,0,10,18,18
Herb_Bag_12292,18,13,28,11,17,23,11
Herb_Bag_12293,19,22,17,42,15,24,17
Herb_Bag_12294,22,43,24,31,12,22,17
Herb_Bag_12295,17,16,7,21,16,17,18
Herb_Bag_12296,26,22,14,52,7,16,18
Herb_Bag_12297,28,23,23,29,14,16,24
Herb_Bag_12298,16,20,21,28,8,16,13
Herb_Bag_12299,21,30,21,19,7,9,14
Herb_Bag_12300,22,16,7,18,8,21,13
Herb_Bag_12301,29,17,28,27,11,16,6
Herb_Bag_12302,11,16,23,27,5,25,28
Herb_Bag_12303,8,18,17,19,3,17,16
Herb_Bag_12304,24,23,18,12,14,7,15
Herb_Bag_12305,24,30,24,39,13,21,5
Herb_Bag_12306,24,19,26,0,11,19,6
Herb_Bag_12307,19,18,25,3,3,19,14
Herb_Bag_12308,14,28,25,18,11,17,12
Herb_Bag_12309,21,18,17,14,13,19,2
Herb_Bag_12310,29,24,22,17,6,12,13
Herb_Bag_12311,28,21,25,21,9,22,10
Herb_Bag_12312,17,28,26,2,8,11,2
Herb_Bag_12313,14,6,21,0,13,23,19
Herb_Bag_12314,31,26,24,17,16,15,24
Herb_Bag_12315,21,22,12,27,14,14,4
Herb_Bag_12316,19,29,20,48,8,21,5
Herb_Bag_12317,15,9,31,25,9,20,14
Herb_Bag_12318,21,22,22,30,6,33,6
Herb_Bag_12319,25,31,18,37,9,14,17
Herb_Bag_12320,23,19,15,0,12,24,25
Herb_Bag_12321,8,30,13,35,9,17,21
Herb_Bag_12322,20,17,29,14,2,26,16
Herb_Bag_12323,12,21,19,35,9,28,15
Herb_Bag_12324,16,19,23,27,0,6,21
Herb_Bag_12325,4,25,17,40,12,12,3
Herb_Bag_12326,19,16,17,6,11,24,8
Herb_Bag_12327,18,27,14,36,14,9,12
Herb_Bag_12328,25,31,13,41,7,14,17
Herb_Bag_12329,24,23,22,14,10,30,8
Herb_Bag_12330,11,31,20,0,11,27,16
Herb_Bag_12331,36,41,20,15,11,21,14
Herb_Bag_12332,32,36,27,8,12,3,17
Herb_Bag_12333,21,24,20,25,12,25,12
Herb_Bag_12334,13,17,12,23,3,21,13
Herb_Bag_12335,10,22,13,20,7,19,14
Herb_Bag_12336,21,28,26,0,14,27,22
Herb_Bag_12337,20,33,20,20,8,28,15
Herb_Bag_12338,9,24,16,25,3,18,15
Herb_Bag_12339,23,0,17,19,22,19,24
Herb_Bag_12340,31,15,21,41,8,28,15
Herb_Bag_12341,34,25,18,0,6,19,12
Herb_Bag_12342,22,16,22,37,17,24,16
Herb_Bag_12343,23,28,18,13,7,23,13
Herb_Bag_12344,15,23,22,21,8,8,11
Herb_Bag_12345,24,31,26,6,12,15,10
Herb_Bag_12346,11,17,12,14,8,21,10
Herb_Bag_12347,11,32,18,17,12,17,16
Herb_Bag_12348,21,18,21,28,15,20,26
Herb_Bag_12349,17,14,19,22,13,9,15
Herb_Bag_12350,24,21,31,10,14,14,16
Herb_Bag_12351,8,21,17,32,2,15,19
Herb_Bag_12352,22,33,28,33,13,12,16
Herb_Bag_12353,20,39,21,15,7,12,14
Herb_Bag_12354,17,26,22,57,3,19,11
Herb_Bag_12355,24,26,28,15,12,15,19
Herb_Bag_12356,14,28,21,23,9,16,8
Herb_Bag_12357,17,30,28,24,20,20,13
Herb_Bag_12358,25,17,23,26,14,24,11
Herb_Bag_12359,25,27,15,17,15,20,24
Herb_Bag_12360,20,17,23,37,12,22,15
Herb_Bag_12361,7,15,18,47,9,33,13
Herb_Bag_12362,35,43,11,11,5,24,16
Herb_Bag_12363,11,13,22,29,14,17,8
Herb_Bag_12364,36,17,16,27,15,22,17
Herb_Bag_12365,12,24,25,10,9,23,13
Herb_Bag_12366,18,24,9,42,11,15,18
Herb_Bag_12367,23,32,21,35,11,18,25
Herb_Bag_12368,30,22,22,44,20,20,9
Herb_Bag_12369,23,31,26,31,24,16,18
Herb_Bag_12370,14,21,24,44,11,20,6
Herb_Bag_12371,32,17,22,36,18,28,9
Herb_Bag_12372,33,28,27,32,5,21,21
Herb_Bag_12373,18,10,30,33,12,20,11
Herb_Bag_12374,21,35,17,21,9,22,16
Herb_Bag_12375,15,5,18,31,16,21,0
Herb_Bag_12376,29,28,22,26,11,27,27
Herb_Bag_12377,19,34,19,25,9,18,2
Herb_Bag_12378,22,23,22,20,10,23,8
Herb_Bag_12379,16,27,28,19,7,20,8
Herb_Bag_12380,19,16,16,14,20,24,21
Herb_Bag_12381,14,24,23,30,12,16,18
Herb_Bag_12382,16,40,17,14,14,10,6
Herb_Bag_12383,21,9,28,23,10,20,11
Herb_Bag_12384,1,5,28,16,13,22,17
Herb_Bag_12385,24,0,18,16,2,14,9
Herb_Bag_12386,18,27,22,27,12,21,13
Herb_Bag_12387,18,29,20,15,11,17,18
Herb_Bag_12388,19,30,31,22,7,30,15
Herb_Bag_12389,18,26,21,29,10,14,2
Herb_Bag_12390,23,1,22,13,18,25,14
Herb_Bag_12391,21,19,26,24,7,35,21
Herb_Bag_12392,21,30,24,20,7,35,17
Herb_Bag_12393,25,7,22,12,11,8,20
Herb_Bag_12394,25,25,14,17,15,23,21
Herb_Bag_12395,14,35,20,0,16,21,12
Herb_Bag_12396,35,13,12,29,4,8,13
Herb_Bag_12397,29,42,24,35,8,5,14
Herb_Bag_12398,19,27,23,30,0,15,23
Herb_Bag_12399,19,15,18,5,11,24,10
Herb_Bag_12400,17,32,25,10,16,16,9
Herb_Bag_12401,29,26,23,0,12,29,0
Herb_Bag_12402,33,9,19,22,9,18,12
Herb_Bag_12403,17,21,11,0,14,17,30
Herb_Bag_12404,26,40,16,14,10,19,7
Herb_Bag_12405,19,7,22,24,9,20,13
Herb_Bag_12406,22,26,29,9,15,21,9
Herb_Bag_12407,26,23,16,12,18,19,3
Herb_Bag_12408,14,29,13,21,6,24,10
Herb_Bag_12409,29,32,24,28,8,10,10
Herb_Bag_12410,28,23,23,34,10,14,18
Herb_Bag_12411,12,21,22,0,14,14,18
Herb_Bag_12412,17,17,15,21,8,14,5
Herb_Bag_12413,23,6,11,38,11,8,8
Herb_Bag_12414,9,39,35,23,12,22,2
Herb_Bag_12415,14,37,13,15,17,10,15
Herb_Bag_12416,26,38,28,32,8,15,9
Herb_Bag_12417,24,16,18,26,9,23,16
Herb_Bag_12418,15,18,32,17,5,27,11
Herb_Bag_12419,23,14,24,31,11,10,15
Herb_Bag_12420,19,18,17,51,15,13,20
Herb_Bag_12421,10,33,13,28,13,24,18
Herb_Bag_12422,18,13,20,29,6,16,17
Herb_Bag_12423,24,19,12,0,9,31,12
Herb_Bag_12424,19,31,15,12,22,24,12
Herb_Bag_12425,23,37,19,42,14,13,22
Herb_Bag_12426,10,10,11,18,15,23,13
Herb_Bag_12427,14,33,23,12,8,18,17
Herb_Bag_12428,25,14,26,14,6,24,14
Herb_Bag_12429,7,21,20,19,13,20,15
Herb_Bag_12430,15,36,23,16,10,18,20
Herb_Bag_12431,23,15,19,16,13,13,13
Herb_Bag_12432,19,1,24,29,8,19,19
Herb_Bag_12433,14,20,15,11,14,10,22
Herb_Bag_12434,16,35,18,0,11,27,18
Herb_Bag_12435,18,11,16,11,11,12,24
Herb_Bag_12436,21,23,16,19,8,15,20
Herb_Bag_12437,31,34,23,42,17,7,18
Herb_Bag_12438,21,32,26,0,7,16,18
Herb_Bag_12439,22,2,19,22,18,29,16
Herb_Bag_12440,18,9,22,18,12,25,13
Herb_Bag_12441,16,12,19,0,19,25,11
Herb_Bag_12442,22,21,18,23,5,19,19
Herb_Bag_12443,24,16,25,37,9,18,9
Herb_Bag_12444,22,27,22,33,24,4,1
Herb_Bag_12445,20,29,18,26,18,14,23
Herb_Bag_12446,25,15,25,8,10,5,25
Herb_Bag_12447,21,22,22,28,14,21,8
Herb_Bag_12448,15,37,22,30,15,27,3
Herb_Bag_12449,0,15,16,38,4,21,9
Herb_Bag_12450,35,22,26,20,12,31,22
Herb_Bag_12451,18,13,18,18,6,26,17
Herb_Bag_12452,27,22,26,5,10,25,25
Herb_Bag_12453,12,7,23,26,11,13,10
Herb_Bag_12454,20,23,8,4,6,19,9
Herb_Bag_12455,4,15,29,28,13,20,12
Herb_Bag_12456,19,19,17,26,5,33,13
Herb_Bag_12457,11,19,17,22,2,6,12
Herb_Bag_12458,16,37,29,10,16,26,14
Herb_Bag_12459,18,22,8,26,3,25,19
Herb_Bag_12460,17,33,17,38,15,5,9
Herb_Bag_12461,26,22,27,43,16,29,23
Herb_Bag_12462,23,9,19,38,8,24,12
Herb_Bag_12463,8,14,24,28,10,12,19
Herb_Bag_12464,15,18,19,8,10,16,17
Herb_Bag_12465,13,21,10,19,15,21,18
Herb_Bag_12466,20,26,18,16,8,41,23
Herb_Bag_12467,19,28,25,0,20,20,17
Herb_Bag_12468,14,11,14,27,7,25,1
Herb_Bag_12469,20,38,29,21,8,27,12
Herb_Bag_12470,24,18,13,24,11,29,22
Herb_Bag_12471,19,27,17,39,19,11,15
Herb_Bag_12472,11,21,22,23,16,21,5
Herb_Bag_12473,10,30,16,10,14,26,13
Herb_Bag_12474,18,28,25,22,10,0,15
Herb_Bag_12475,22,30,23,40,5,19,9
Herb_Bag_12476,6,7,18,36,6,22,4
Herb_Bag_12477,20,41,23,22,7,0,21
Herb_Bag_12478,24,14,21,25,7,3,22
Herb_Bag_12479,13,33,17,12,4,21,24
Herb_Bag_12480,35,40,19,29,17,18,22
Herb_Bag_12481,19,36,17,31,7,21,29
Herb_Bag_12482,15,26,24,25,13,16,19
Herb_Bag_12483,19,11,21,0,1,14,22
Herb_Bag_12484,27,19,22,24,15,20,20
Herb_Bag_12485,23,19,16,30,5,24,12
Herb_Bag_12486,23,26,22,18,15,24,15
Herb_Bag_12487,22,16,22,32,8,10,9
Herb_Bag_12488,25,37,30,22,11,20,6
Herb_Bag_12489,34,18,21,10,11,18,12
Herb_Bag_12490,26,32,18,21,19,16,9
Herb_Bag_12491,22,15,24,11,14,21,1
Herb_Bag_12492,18,13,17,7,11,8,9
Herb_Bag_12493,6,26,17,0,9,20,21
Herb_Bag_12494,24,17,28,15,10,28,17
Herb_Bag_12495,22,26,36,25,18,18,8
Herb_Bag_12496,33,27,9,15,11,20,13
Herb_Bag_12497,18,45,21,25,8,12,9
Herb_Bag_12498,5,7,20,12,20,13,2
Herb_Bag_12499,14,30,22,15,12,13,17
Herb_Bag_12500,19,9,13,21,1,20,5
Herb_Bag_12501,20,16,23,28,11,20,14
Herb_Bag_12502,20,19,22,37,13,22,7
Herb_Bag_12503,17,17,26,29,15,26,21
Herb_Bag_12504,20,16,21,24,19,15,3
Herb_Bag_12505,18,26,22,32,10,18,15
Herb_Bag_12506,21,35,24,35,20,10,13
Herb_Bag_12507,20,27,21,35,8,23,20
Herb_Bag_12508,15,12,20,9,18,22,18
Herb_Bag_12509,21,23,24,5,12,29,15
Herb_Bag_12510,23,20,24,48,10,13,6
Herb_Bag_12511,24,27,17,30,11,29,18
Herb_Bag_12512,13,30,14,16,17,33,22
Herb_Bag_12513,27,17,17,30,5,26,20
Herb_Bag_12514,20,26,20,25,6,23,20
Herb_Bag_12515,25,7,20,28,9,16,13
Herb_Bag_12516,18,22,13,56,1,9,23
Herb_Bag_12517,24,34,23,26,10,26,17
Herb_Bag_12518,20,21,17,40,5,20,8
Herb_Bag_12519,10,30,29,25,2,26,15
Herb_Bag_12520,14,17,18,32,7,20,29
Herb_Bag_12521,32,21,12,25,6,31,11
Herb_Bag_12522,16,40,28,5,13,15,17
Herb_Bag_12523,20,26,19,31,10,23,22
Herb_Bag_12524,12,25,19,20,5,12,12
Herb_Bag_12525,19,12,17,22,2,14,17
Herb_Bag_12526,31,19,35,32,7,24,17
Herb_Bag_12527,24,23,22,17,10,19,3
Herb_Bag_12528,19,12,18,15,10,17,13
Herb_Bag_12529,22,21,20,38,8,19,20
Herb_Bag_12530,19,22,19,33,10,15,0
Herb_Bag_12531,18,18,16,9,4,34,17
Herb_Bag_12532,19,14,20,31,10,21,18
Herb_Bag_12533,17,14,18,22,5,17,11
Herb_Bag_12534,30,35,29,21,9,34,16
Herb_Bag_12535,6,14,27,26,17,22,14
Herb_Bag_12536,30,33,24,9,12,18,15
Herb_Bag_12537,16,17,25,46,6,18,18
Herb_Bag_12538,8,25,12,24,14,22,17
Herb_Bag_12539,21,13,16,29,16,13,16
Herb_Bag_12540,16,27,22,21,18,14,12
Herb_Bag_12541,16,34,19,18,1,13,23
Herb_Bag_12542,27,35,25,20,9,12,11
Herb_Bag_12543,11,23,17,36,16,16,12
Herb_Bag_12544,24,26,18,15,10,20,18
Herb_Bag_12545,9,38,22,0,6,8,6
Herb_Bag_12546,15,26,13,16,5,15,21
Herb_Bag_12547,17,22,18,23,0,15,14
Herb_Bag_12548,28,15,28,14,11,28,15
Herb_Bag_12549,27,18,14,24,15,12,12
Herb_Bag_12550,15,33,17,13,12,18,9
Herb_Bag_12551,22,31,25,32,7,7,16
Herb_Bag_12552,21,20,22,14,12,16,16
Herb_Bag_12553,19,29,22,15,5,8,11
Herb_Bag_12554,20,32,18,27,12,27,12
Herb_Bag_12555,22,32,17,27,5,21,20
Herb_Bag_12556,20,20,19,6,8,16,6
Herb_Bag_12557,21,14,19,12,10,23,17
Herb_Bag_12558,24,32,13,40,8,23,10
Herb_Bag_12559,21,23,26,19,19,8,16
Herb_Bag_12560,30,15,22,42,6,24,28
Herb_Bag_12561,14,2,17,26,23,19,4
Herb_Bag_12562,25,31,29,0,12,31,8
Herb_Bag_12563,17,20,16,23,12,8,20
Herb_Bag_12564,14,19,19,2,15,25,8
Herb_Bag_12565,15,13,29,23,15,16,16
Herb_Bag_12566,19,20,22,21,8,29,17
Herb_Bag_12567,23,24,21,46,11,5,17
Herb_Bag_12568,4,24,23,30,10,10,21
Herb_Bag_12569,39,30,20,9,4,15,19
Herb_Bag_12570,18,36,20,33,18,16,23
Herb_Bag_12571,16,20,11,13,14,12,10
Herb_Bag_12572,17,28,20,40,13,22,9
Herb_Bag_12573,29,4,24,11,3,19,2
Herb_Bag_12574,23,23,16,31,17,25,11
Herb_Bag_12575,22,27,19,25,17,23,17
Herb_Bag_12576,15,8,24,16,12,23,23
Herb_Bag_12577,19,11,21,30,4,13,12
Herb_Bag_12578,21,18,10,18,0,14,6
Herb_Bag_12579,19,14,25,6,15,6,7
Herb_Bag_12580,12,17,27,1,13,21,16
Herb_Bag_12581,20,26,26,18,17,14,11
Herb_Bag_12582,14,12,15,24,10,19,24
Herb_Bag_12583,14,37,20,0,11,21,16
Herb_Bag_12584,16,35,17,9,9,13,12
Herb_Bag_12585,21,38,15,10,15,19,14
Herb_Bag_12586,20,16,19,5,12,16,32
Herb_Bag_12587,14,20,17,32,12,14,11
Herb_Bag_12588,30,20,22,41,3,16,6
Herb_Bag_12589,28,40,23,13,12,9,17
Herb_Bag_12590,12,8,30,10,6,11,14
Herb_Bag_12591,19,9,23,36,8,17,23
Herb_Bag_12592,15,18,15,36,13,14,24
Herb_Bag_12593,21,11,9,38,18,18,18
Herb_Bag_12594,11,22,15,20,3,30,23
Herb_Bag_12595,20,7,22,8,5,15,17
Herb_Bag_12596,20,24,22,3,15,26,6
Herb_Bag_12597,15,12,23,22,9,24,22
Herb_Bag_12598,26,12,15,17,8,21,23
Herb_Bag_12599,24,14,25,24,3,33,10
Herb_Bag_12600,11,35,20,7,16,16,16
Herb_Bag_12601,30,5,28,0,13,12,8
Herb_Bag_12602,18,32,18,20,10,12,13
Herb_Bag_12603,18,30,12,28,3,10,22
Herb_Bag_12604,22,21,14,18,10,15,12
Herb_Bag_12605,21,28,22,43,9,17,21
Herb_Bag_12606,6,21,21,13,9,19,22
Herb_Bag_12607,21,22,15,32,14,0,16
Herb_Bag_12608,30,34,12,11,4,22,24
Herb_Bag_12609,16,30,24,0,0,23,14
Herb_Bag_12610,22,29,13,12,13,30,19
Herb_Bag_12611,10,21,29,43,11,15,15
Herb_Bag_12612,19,32,18,36,10,23,26
Herb_Bag_12613,9,17,18,22,8,21,8
Herb_Bag_12614,14,17,11,17,8,21,9
Herb_Bag_12615,29,9,11,43,25,20,8
Herb_Bag_12616,12,13,27,21,14,10,22
